Instrument,Date,Price Open,Price High,Price Low,Price Close,Volume(1000shares),turnover(1000),sma5,sma10,sma20,k,d,bias5,bias10,bias20,rsi,w%r,mtm,macd,macd_signal,macdhist,ar,br,dmi,MV%,ROI%,Market Capital,P/E,P/B,Long PSTN VAL,Short PSTN VAL,Qfii Net S/B M.Cap,Fund Net S/B M.Cap,Dealer Net S/B M.Cap,Liabilities Ratio,ROA-Comprehensive Income,ROE-Comprehensive Income,Net Income Ratio,Return on Total Assets Growth Rate - YOY,Recurring EPS,P/E Ratio at Quarter-End,Cash Dividend Yield,Dividend Yield,Current Ratio,Acid-Test Ratio,Equity Turnover,Inventory Turnover
1734.TW,2012/5/17,18.4823 ,18.5974 ,18.4056 ,18.5974 ,253.0000 ,6107.0000 ,18.5514 ,18.3712 ,18.2369 ,75.6951 ,80.5564 ,0.2481 ,1.2316 ,1.9766 ,52.3047 ,-28.2046 ,0.5752 ,-0.0679 ,-0.1865 ,0.1187 ,65.1060 ,73.2351 ,4.7442 ,1.0352 ,0.4141 ,0.0180 ,45.3900 ,1.7700 ,147276.7200 ,144.7200 ,0.4400 ,0.0000 ,0.0000 ,38.2200 ,1.13,1.8,6.3500 ,0.3900 ,0.5500 ,49.0400 ,1.4700 ,1.4700 ,209.9100 ,137.6700 ,0.1300 ,0.8200 
1734.TW,2012/5/18,18.2523 ,18.2906 ,17.8688 ,17.9839 ,398.0000 ,9394.0000 ,18.5130 ,18.3328 ,18.2216 ,47.7803 ,68.0493 ,-2.8582 ,-1.9032 ,-1.3045 ,42.5945 ,-69.2277 ,-0.0383 ,-0.0954 ,-0.1683 ,0.0729 ,60.5139 ,77.4576 ,23.8858 ,2.2680 ,-3.2990 ,0.0180 ,43.8900 ,1.7100 ,143063.2000 ,94.4000 ,-1.2200 ,0.0000 ,0.0000 ,38.2200 ,1.13,1.8,6.3500 ,0.3900 ,0.5500 ,49.0400 ,1.4700 ,1.4700 ,209.9100 ,137.6700 ,0.1300 ,0.8200 
1734.TW,2012/5/21,18.0989 ,18.0989 ,17.9072 ,18.0222 ,246.0000 ,5795.0000 ,18.3827 ,18.3136 ,18.2101 ,30.9285 ,51.4680 ,-1.9609 ,-1.5914 ,-1.0318 ,43.3022 ,-72.2202 ,-0.1534 ,-0.1129 ,-0.1572 ,0.0443 ,58.4956 ,77.4590 ,23.8858 ,1.0661 ,0.2132 ,0.0180 ,43.9900 ,1.7200 ,142739.0000 ,94.0000 ,-0.0900 ,0.0000 ,0.0000 ,38.2200 ,1.13,1.8,6.3500 ,0.3900 ,0.5500 ,49.0400 ,1.4700 ,1.4700 ,209.9100 ,137.6700 ,0.1300 ,0.8200 
1734.TW,2012/5/22,18.0222 ,18.2523 ,18.0222 ,18.0989 ,215.0000 ,5101.0000 ,18.2446 ,18.2906 ,18.2063 ,14.4471 ,31.0520 ,-0.7987 ,-1.0482 ,-0.5897 ,44.7705 ,-66.6643 ,-0.5752 ,-0.1192 ,-0.1496 ,0.0304 ,59.2409 ,82.4780 ,17.0642 ,1.2766 ,0.4255 ,0.0180 ,44.1700 ,1.7200 ,143697.4000 ,94.6000 ,0.6400 ,0.0000 ,0.0000 ,38.2200 ,1.13,1.8,6.3500 ,0.3900 ,0.5500 ,49.0400 ,1.4700 ,1.4700 ,209.9100 ,137.6700 ,0.1300 ,0.8200 
1734.TW,2012/5/23,17.8688 ,18.0605 ,17.7538 ,17.8688 ,157.0000 ,3666.0000 ,18.1142 ,18.2753 ,18.1909 ,15.6561 ,20.3439 ,-1.3550 ,-2.2243 ,-1.7708 ,41.3139 ,-83.3321 ,-0.9203 ,-0.1411 ,-0.1479 ,0.0068 ,59.8781 ,85.9232 ,23.8387 ,1.6949 ,-1.2712 ,0.0180 ,43.6100 ,1.7000 ,141603.2000 ,93.1600 ,-0.2800 ,-0.0200 ,0.0000 ,38.2200 ,1.13,1.8,6.3500 ,0.3900 ,0.5500 ,49.0400 ,1.4700 ,1.4700 ,209.9100 ,137.6700 ,0.1300 ,0.8200 
1734.TW,2012/5/24,17.8688 ,18.0989 ,17.7154 ,17.8305 ,364.0000 ,8534.0000 ,17.9609 ,18.2561 ,18.1718 ,17.8814 ,15.9949 ,-0.7258 ,-2.3314 ,-1.8779 ,40.7499 ,-86.1065 ,-0.6902 ,-0.1597 ,-0.1503 ,-0.0095 ,68.5379 ,81.1980 ,22.0470 ,2.1459 ,-0.2146 ,0.0180 ,43.5200 ,1.7000 ,142529.4000 ,70.2000 ,0.2600 ,0.0000 ,0.0000 ,38.2200 ,1.13,1.8,6.3500 ,0.3900 ,0.5500 ,49.0400 ,1.4700 ,1.4700 ,209.9100 ,137.6700 ,0.1300 ,0.8200 
1734.TW,2012/5/25,17.6387 ,17.8305 ,17.6387 ,17.7921 ,372.0000 ,8607.0000 ,17.9225 ,18.2178 ,18.1583 ,19.5475 ,17.6950 ,-0.7276 ,-2.3366 ,-2.0169 ,40.1580 ,-88.8881 ,-0.8053 ,-0.1756 ,-0.1553 ,-0.0202 ,71.7466 ,80.9129 ,23.2429 ,1.0753 ,-0.2151 ,0.0180 ,43.4200 ,1.6900 ,140187.9200 ,69.2400 ,-0.2100 ,0.0000 ,0.0000 ,38.2200 ,1.13,1.8,6.3500 ,0.3900 ,0.5500 ,49.0400 ,1.4700 ,1.4700 ,209.9100 ,137.6700 ,0.1300 ,0.8200 
1734.TW,2012/5/28,17.6387 ,17.7538 ,17.4087 ,17.6387 ,476.0000 ,10871.0000 ,17.8458 ,18.1142 ,18.1583 ,24.0915 ,20.5068 ,-1.1605 ,-2.6252 ,-2.8617 ,37.7962 ,-85.7187 ,-0.3452 ,-0.1982 ,-0.1639 ,-0.0343 ,75.5656 ,74.2627 ,27.9954 ,1.9397 ,-0.8621 ,0.0180 ,43.0500 ,1.6800 ,141904.9200 ,68.5200 ,-0.0900 ,0.0000 ,0.0000 ,38.2200 ,1.13,1.8,6.3500 ,0.3900 ,0.5500 ,49.0400 ,1.4700 ,1.4700 ,209.9100 ,137.6700 ,0.1300 ,0.8200 
1734.TW,2012/5/29,17.7921 ,18.2906 ,17.7921 ,18.2523 ,460.0000 ,10873.0000 ,17.8765 ,18.0606 ,18.1852 ,49.3071 ,30.9820 ,2.1023 ,1.0617 ,0.3691 ,50.3700 ,-47.6188 ,0.2301 ,-0.1648 ,-0.1641 ,-0.0007 ,89.6136 ,71.7369 ,3.7803 ,2.8261 ,3.4783 ,0.0180 ,44.5500 ,1.7400 ,148113.6000 ,47.2000 ,1.5900 ,0.0000 ,0.0000 ,38.2200 ,1.13,1.8,6.3500 ,0.3900 ,0.5500 ,49.0400 ,1.4700 ,1.4700 ,209.9100 ,137.6700 ,0.1300 ,0.8200 
1734.TW,2012/5/30,18.0989 ,18.3290 ,18.0222 ,18.1756 ,230.0000 ,5442.0000 ,17.9378 ,18.0260 ,18.1775 ,68.7509 ,47.3832 ,1.3255 ,0.8297 ,-0.0105 ,49.0357 ,-52.3812 ,0.0767 ,-0.1428 ,-0.1598 ,0.0171 ,91.1450 ,70.5028 ,6.5022 ,1.6807 ,-0.4202 ,0.0180 ,44.3600 ,1.7300 ,149089.4400 ,47.2400 ,-0.0700 ,0.0000 ,0.0000 ,38.2200 ,1.13,1.8,6.3500 ,0.3900 ,0.5500 ,49.0400 ,1.4700 ,1.4700 ,209.9100 ,137.6700 ,0.1300 ,0.8200 
1734.TW,2012/5/31,18.4056 ,18.7124 ,18.3290 ,18.5590 ,952.0000 ,23032.0000 ,18.0835 ,18.0222 ,18.1967 ,89.0740 ,69.0440 ,2.6292 ,2.9785 ,1.9912 ,55.3962 ,-28.5750 ,0.6902 ,-0.0933 ,-0.1465 ,0.0532 ,93.5679 ,72.6637 ,7.5725 ,2.1097 ,2.1097 ,0.0180 ,45.3000 ,1.7700 ,155711.0300 ,145.1400 ,1.3100 ,0.0000 ,0.0000 ,38.2200 ,1.13,1.8,6.3500 ,0.3900 ,0.5500 ,49.0400 ,1.4700 ,1.4700 ,209.9100 ,137.6700 ,0.1300 ,0.8200 
1734.TW,2012/6/1,18.4823 ,18.4823 ,17.9455 ,17.9455 ,475.0000 ,11265.0000 ,18.1142 ,18.0184 ,18.1756 ,70.9134 ,76.2461 ,-0.9314 ,-0.4044 ,-1.2659 ,45.5910 ,-66.6687 ,0.1150 ,-0.1025 ,-0.1377 ,0.0352 ,84.4613 ,80.4350 ,12.3812 ,2.8926 ,-3.3058 ,0.0180 ,49.1900 ,1.3800 ,150345.1100 ,47.4200 ,-1.1500 ,0.0000 ,0.0000 ,38.2200 ,1.13,1.8,6.3500 ,0.3900 ,0.5500 ,49.0400 ,1.4700 ,1.4700 ,209.9100 ,137.6700 ,0.1300 ,0.8200 
1734.TW,2012/6/4,17.2936 ,17.4854 ,16.9485 ,17.2553 ,506.0000 ,11373.0000 ,18.0375 ,17.9417 ,18.1277 ,48.9340 ,69.6405 ,-4.3367 ,-3.8256 ,-4.8123 ,37.5405 ,-85.1838 ,-0.5368 ,-0.1635 ,-0.1429 ,-0.0207 ,84.9085 ,77.2396 ,28.4589 ,2.9915 ,-3.8462 ,0.0180 ,47.3000 ,1.3200 ,139431.6800 ,44.9200 ,-0.4100 ,0.0000 ,0.0000 ,38.2200 ,1.13,1.8,6.3500 ,0.3900 ,0.5500 ,49.0400 ,1.4700 ,1.4700 ,209.9100 ,137.6700 ,0.1300 ,0.8200 
1734.TW,2012/6/5,17.3320 ,17.6771 ,17.3320 ,17.6004 ,250.0000 ,5727.0000 ,17.9072 ,17.8918 ,18.0912 ,31.8421 ,50.5631 ,-1.7131 ,-1.6288 ,-2.7131 ,42.9637 ,-63.0421 ,-0.0383 ,-0.1820 ,-0.1507 ,-0.0313 ,100.8200 ,67.3308 ,21.7752 ,2.0000 ,2.0000 ,0.0180 ,48.2500 ,1.3500 ,140246.1000 ,45.7200 ,0.0900 ,0.0000 ,0.0000 ,38.2200 ,1.13,1.8,6.3500 ,0.3900 ,0.5500 ,49.0400 ,1.4700 ,1.4700 ,209.9100 ,137.6700 ,0.1300 ,0.8200 
